name_x,article_url_x,qid,summary_x,name_y,article_url_y,summary_y,gender_raw,birthdate_raw,citizenship_raw,occupation_raw,field_raw,birth_year,gender_qid
Arnold Plant,https://en.wikipedia.org/wiki/Arnold_Plant,Q4795203,"Sir Arnold Plant (29 April 1898 – 19 April 1978) was a British economist.

",Arnold Plant,https://en.wikipedia.org/wiki/Arnold_Plant,"Sir Arnold Plant (29 April 1898 – 19 April 1978) was a British economist.

","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1898-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}, {'entity-type': 'item', 'numeric-id': 174193, 'id': 'Q174193'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1898.0,Q6581097
Plato,https://en.wikipedia.org/wiki/Plato,Q859,"Plato ( PLAY-toe; Greek: Πλάτων, Plátōn; born c. 428–423 BC, died 348/347 BC) was an ancient Greek philosopher of Classical Athens who is most commonly considered the foundational thinker of the Western philosophical tradition. An innovator of the literary dialogue and dialectic forms, Plato influenced all the major areas of theoretical philosophy and practical philosophy, and was the founder of the Platonic Academy, a philosophical school in Athens where Plato taught the collection of philosophical theories that would later become known as Platonism. 
Plato's most famous contribution is his Theory of Forms (or Ideas), which aims to solve what is now known as the problem of universals. He was influenced by the pre-Socratic thinkers Pythagoras, Heraclitus, and Parmenides, although much of what is known about them is derived from Plato himself.
Along with his teacher Socrates, and his student Aristotle, Plato is a central figure in the history of Western philosophy. Plato's complete works are believed to have survived for over 2,400 years—unlike that of nearly all of his contemporaries. Although their popularity has fluctuated, they have consistently been read and studied through the ages. Through Platonism's outgrowth Neoplatonism, he also influenced both Christian and Islamic philosophy. In modern times, Alfred North Whitehead said: ""the safest general characterization of the European philosophical tradition is that it consists of a series of footnotes to Plato.""

",Plato,https://en.wikipedia.org/wiki/Plato,"Plato ( PLAY-toe; Greek: Πλάτων, Plátōn; born c. 428–423 BC, died 348/347 BC) was an ancient Greek philosopher of Classical Athens who is most commonly considered the foundational thinker of the Western philosophical tradition. An innovator of the literary dialogue and dialectic forms, Plato influenced all the major areas of theoretical philosophy and practical philosophy, and was the founder of the Platonic Academy, a philosophical school in Athens where Plato taught the collection of philosophical theories that would later become known as Platonism. 
Plato's most famous contribution is his Theory of Forms (or Ideas), which aims to solve what is now known as the problem of universals. He was influenced by the pre-Socratic thinkers Pythagoras, Heraclitus, and Parmenides, although much of what is known about them is derived from Plato himself.
Along with his teacher Socrates, and his student Aristotle, Plato is a central figure in the history of Western philosophy. Plato's complete works are believed to have survived for over 2,400 years—unlike that of nearly all of his contemporaries. Although their popularity has fluctuated, they have consistently been read and studied through the ages. Through Platonism's outgrowth Neoplatonism, he also influenced both Christian and Islamic philosophy. In modern times, Alfred North Whitehead said: ""the safest general characterization of the European philosophical tradition is that it consists of a series of footnotes to Plato.""

","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '-0427-05-07T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985786'}, {'time': '-0429-05-21T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985786'}, {'time': '-0428-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 8, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985786'}]","[{'entity-type': 'item', 'numeric-id': 844930, 'id': 'Q844930'}]","[{'entity-type': 'item', 'numeric-id': 4964182, 'id': 'Q4964182'}, {'entity-type': 'item', 'numeric-id': 26237228, 'id': 'Q26237228'}, {'entity-type': 'item', 'numeric-id': 49757, 'id': 'Q49757'}, {'entity-type': 'item', 'numeric-id': 36180, 'id': 'Q36180'}, {'entity-type': 'item', 'numeric-id': 23760244, 'id': 'Q23760244'}]","[{'entity-type': 'item', 'numeric-id': 5891, 'id': 'Q5891'}, {'entity-type': 'item', 'numeric-id': 8242, 'id': 'Q8242'}, {'entity-type': 'item', 'numeric-id': 9471, 'id': 'Q9471'}, {'entity-type': 'item', 'numeric-id': 7748, 'id': 'Q7748'}, {'entity-type': 'item', 'numeric-id': 7163, 'id': 'Q7163'}, {'entity-type': 'item', 'numeric-id': 8434, 'id': 'Q8434'}, {'entity-type': 'item', 'numeric-id': 8436, 'id': 'Q8436'}, {'entity-type': 'item', 'numeric-id': 491, 'id': 'Q491'}, {'entity-type': 'item', 'numeric-id': 316, 'id': 'Q316'}, {'entity-type': 'item', 'numeric-id': 204100, 'id': 'Q204100'}, {'entity-type': 'item', 'numeric-id': 486761, 'id': 'Q486761'}]",427.0,Q6581097
Steven Plaut,https://en.wikipedia.org/wiki/Steven_Plaut,Q2910628,"Steven Plaut (Hebrew: סטיבן פלאוט; 1951 – January 17, 2017) was an Israeli economist, academic and writer. He was an associate professor of Business Administration at the University of Haifa as well as a member of the editorial board of the Middle East Quarterly, a publication of the Middle East Forum think tank.",Steven Plaut,https://en.wikipedia.org/wiki/Steven_Plaut,"Steven Plaut (Hebrew: סטיבן פלאוט; 1951 – January 17, 2017) was an Israeli economist, academic and writer. He was an associate professor of Business Administration at the University of Haifa as well as a member of the editorial board of the Middle East Quarterly, a publication of the Middle East Forum think tank.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1951-03-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 10, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1951.0,Q6581097
Charles Plott,https://en.wikipedia.org/wiki/Charles_Plott,Q4365421,"Charles Raymond Plott (born July 8, 1938) is an American economist. He is the William D. Hacker Professor of Economics and Political Science, Emeritus, at the California Institute of Technology, the former Director of the Laboratory for Experimental Economics and Political Science, and a pioneer in the field of experimental economics.  His research is focused on the basic principles of process performance and the use of those principles in the design of new, decentralized processes to solve complex problems.  Applications are found in mechanisms for allocating complex items such as the markets for pollution permits in Southern California, the FCC auction of licenses for Personal Communication Systems, the auctions for electric power in California, the allocation of landing rights at the major U.S. airports, access of private trains to public railway tracks, access to natural gas pipelines, the allocation of licenses for offshore aquaculture sites, the combinatorial sale of fleets of vehicles, and the application of complex procurements.  Plott has contributed extensively to the development and application of a laboratory experimental methodology in the fields of economics and political science.",Charles Plott,https://en.wikipedia.org/wiki/Charles_Plott,"Charles Raymond Plott (born July 8, 1938) is an American economist. He is the William D. Hacker Professor of Economics and Political Science, Emeritus, at the California Institute of Technology, the former Director of the Laboratory for Experimental Economics and Political Science, and a pioneer in the field of experimental economics.  His research is focused on the basic principles of process performance and the use of those principles in the design of new, decentralized processes to solve complex problems.  Applications are found in mechanisms for allocating complex items such as the markets for pollution permits in Southern California, the FCC auction of licenses for Personal Communication Systems, the auctions for electric power in California, the allocation of landing rights at the major U.S. airports, access of private trains to public railway tracks, access to natural gas pipelines, the allocation of licenses for offshore aquaculture sites, the combinatorial sale of fleets of vehicles, and the application of complex procurements.  Plott has contributed extensively to the development and application of a laboratory experimental methodology in the fields of economics and political science.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1938-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}]",,1938.0,Q6581097
Serhiy Podolynsky,https://en.wikipedia.org/wiki/Serhiy_Podolynsky,Q2273334,"Serhiy Podolynsky (Ukrainian: Сергі́й Подоли́нський) (19 July 1850 – 12 July 1891) was a Ukrainian socialist, physician, sociologist and an early pioneer of ecological economics. He set out to reconcile socialist thought with the second law of thermodynamics by synthesising the approaches of Karl Marx, Charles Darwin and Sadi Carnot. In his essay ""Socialism and the Unity of Physical Forces"" (1880), Podolinsky theorized a labor theory of value based on embodied energy.",Serhiy Podolynsky,https://en.wikipedia.org/wiki/Serhiy_Podolynsky,"Serhiy Podolynsky (Ukrainian: Сергі́й Подоли́нський) (19 July 1850 – 12 July 1891) was a Ukrainian socialist, physician, sociologist and an early pioneer of ecological economics. He set out to reconcile socialist thought with the second law of thermodynamics by synthesising the approaches of Karl Marx, Charles Darwin and Sadi Carnot. In his essay ""Socialism and the Unity of Physical Forces"" (1880), Podolinsky theorized a labor theory of value based on embodied energy.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1850-07-19T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 34266, 'id': 'Q34266'}]","[{'entity-type': 'item', 'numeric-id': 169470, 'id': 'Q169470'}, {'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 170790, 'id': 'Q170790'}, {'entity-type': 'item', 'numeric-id': 15839134, 'id': 'Q15839134'}, {'entity-type': 'item', 'numeric-id': 82955, 'id': 'Q82955'}, {'entity-type': 'item', 'numeric-id': 270141, 'id': 'Q270141'}, {'entity-type': 'item', 'numeric-id': 39631, 'id': 'Q39631'}, {'entity-type': 'item', 'numeric-id': 2306091, 'id': 'Q2306091'}, {'entity-type': 'item', 'numeric-id': 6051619, 'id': 'Q6051619'}, {'entity-type': 'item', 'numeric-id': 11499147, 'id': 'Q11499147'}]","[{'entity-type': 'item', 'numeric-id': 395, 'id': 'Q395'}, {'entity-type': 'item', 'numeric-id': 11190, 'id': 'Q11190'}, {'entity-type': 'item', 'numeric-id': 21201, 'id': 'Q21201'}, {'entity-type': 'item', 'numeric-id': 8134, 'id': 'Q8134'}, {'entity-type': 'item', 'numeric-id': 413, 'id': 'Q413'}, {'entity-type': 'item', 'numeric-id': 156035, 'id': 'Q156035'}, {'entity-type': 'item', 'numeric-id': 12142141, 'id': 'Q12142141'}, {'entity-type': 'item', 'numeric-id': 1283504, 'id': 'Q1283504'}]",1850.0,Q6581097
Karl Polanyi,https://en.wikipedia.org/wiki/Karl_Polanyi,Q318029,"Karl Paul Polanyi (; Hungarian: Polányi Károly [ˈpolaːɲi ˈkaːroj]; 25 October 1886 – 23 April 1964) was an Austro-Hungarian economic historian, economic sociologist, and politician, best known for his book The Great Transformation, which questions the conceptual validity of self-regulating markets.
In his writings, Polanyi advances the concept of the Double Movement, which refers to the dialectical process of marketization and push for social protection against that marketization. He argues that market-based societies in modern Europe were not inevitable but historically contingent. Polanyi is remembered best as the originator of substantivism, a cultural version of economics, which emphasizes the way economies are embedded in society and culture. This opinion is counter to mainstream economics but is popular in anthropology, economic history, economic sociology and political science.
Polanyi's approach to the ancient economies has been applied to a variety of cases, such as Pre-Columbian America and ancient Mesopotamia, although its utility to the study of ancient societies in general has been questioned. Polanyi's The Great Transformation became a model for historical sociology. His theories eventually became the foundation for the economic democracy movement.
Polanyi was active in politics, and helped found the National Citizens' Radical Party in 1914, serving as its secretary. He fled Hungary for Vienna in 1919 when the right-wing authoritarian regime of Admiral Horthy seized power. He fled Vienna for London in 1933 when Adolf Hitler came to power in Germany and fascism was on the ascendancy in Austria. After years of unsuccessfully seeking employment at universities in the United Kingdom, he moved to the United States in 1940 where he joined the faculty at Bennington College and later taught at Columbia University.

",Karl Polanyi,https://en.wikipedia.org/wiki/Karl_Polanyi,"Karl Paul Polanyi (; Hungarian: Polányi Károly [ˈpolaːɲi ˈkaːroj]; 25 October 1886 – 23 April 1964) was an Austro-Hungarian economic historian, economic sociologist, and politician, best known for his book The Great Transformation, which questions the conceptual validity of self-regulating markets.
In his writings, Polanyi advances the concept of the Double Movement, which refers to the dialectical process of marketization and push for social protection against that marketization. He argues that market-based societies in modern Europe were not inevitable but historically contingent. Polanyi is remembered best as the originator of substantivism, a cultural version of economics, which emphasizes the way economies are embedded in society and culture. This opinion is counter to mainstream economics but is popular in anthropology, economic history, economic sociology and political science.
Polanyi's approach to the ancient economies has been applied to a variety of cases, such as Pre-Columbian America and ancient Mesopotamia, although its utility to the study of ancient societies in general has been questioned. Polanyi's The Great Transformation became a model for historical sociology. His theories eventually became the foundation for the economic democracy movement.
Polanyi was active in politics, and helped found the National Citizens' Radical Party in 1914, serving as its secretary. He fled Hungary for Vienna in 1919 when the right-wing authoritarian regime of Admiral Horthy seized power. He fled Vienna for London in 1933 when Adolf Hitler came to power in Germany and fascism was on the ascendancy in Austria. After years of unsuccessfully seeking employment at universities in the United Kingdom, he moved to the United States in 1940 where he joined the faculty at Bennington College and later taught at Columbia University.

","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1886-10-25T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 28, 'id': 'Q28'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 4773904, 'id': 'Q4773904'}, {'entity-type': 'item', 'numeric-id': 17488363, 'id': 'Q17488363'}, {'entity-type': 'item', 'numeric-id': 201788, 'id': 'Q201788'}, {'entity-type': 'item', 'numeric-id': 1930187, 'id': 'Q1930187'}, {'entity-type': 'item', 'numeric-id': 4964182, 'id': 'Q4964182'}, {'entity-type': 'item', 'numeric-id': 36180, 'id': 'Q36180'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}, {'entity-type': 'item', 'numeric-id': 2306091, 'id': 'Q2306091'}]","[{'entity-type': 'item', 'numeric-id': 21201, 'id': 'Q21201'}, {'entity-type': 'item', 'numeric-id': 8134, 'id': 'Q8134'}, {'entity-type': 'item', 'numeric-id': 268194, 'id': 'Q268194'}, {'entity-type': 'item', 'numeric-id': 27841, 'id': 'Q27841'}]",1886.0,Q6581097
Michael Polanyi,https://en.wikipedia.org/wiki/Michael_Polanyi,Q163087,"Michael Polanyi  ( poh-LAN-yee; Hungarian: Polányi Mihály; 11 March 1891 – 22 February 1976) was a Hungarian-British polymath, who made important theoretical contributions to physical chemistry, economics, and philosophy. He argued that positivism is a false account of knowing.
His wide-ranging research in physical science included chemical kinetics, x-ray diffraction, and adsorption of gases. He pioneered the theory of fibre diffraction analysis in 1921, and the dislocation theory of plastic deformation of ductile metals and other materials in 1934. He emigrated to Germany, in 1926 becoming a chemistry professor at the Kaiser Wilhelm Institute in Berlin, and then in 1933 to England, becoming first a chemistry professor, and then a social sciences professor at the University of Manchester. Two of his students won the Nobel Prize, as did his son. In 1944 Polanyi was elected to the Royal Society.
The contributions which Polanyi made to the social sciences include the concept of a polycentric spontaneous order and his rejection of a value neutral conception of liberty. They were developed in the context of his opposition to central planning.

",Michael Polanyi,https://en.wikipedia.org/wiki/Michael_Polanyi,"Michael Polanyi  ( poh-LAN-yee; Hungarian: Polányi Mihály; 11 March 1891 – 22 February 1976) was a Hungarian-British polymath, who made important theoretical contributions to physical chemistry, economics, and philosophy. He argued that positivism is a false account of knowing.
His wide-ranging research in physical science included chemical kinetics, x-ray diffraction, and adsorption of gases. He pioneered the theory of fibre diffraction analysis in 1921, and the dislocation theory of plastic deformation of ductile metals and other materials in 1934. He emigrated to Germany, in 1926 becoming a chemistry professor at the Kaiser Wilhelm Institute in Berlin, and then in 1933 to England, becoming first a chemistry professor, and then a social sciences professor at the University of Manchester. Two of his students won the Nobel Prize, as did his son. In 1944 Polanyi was elected to the Royal Society.
The contributions which Polanyi made to the social sciences include the concept of a polycentric spontaneous order and his rejection of a value neutral conception of liberty. They were developed in the context of his opposition to central planning.

","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1891-03-11T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 28, 'id': 'Q28'}, {'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}, {'entity-type': 'item', 'numeric-id': 40, 'id': 'Q40'}]","[{'entity-type': 'item', 'numeric-id': 4964182, 'id': 'Q4964182'}, {'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 593644, 'id': 'Q593644'}]",,1891.0,Q6581097
Robert Pollin,https://en.wikipedia.org/wiki/Robert_Pollin,Q7348954,"Robert Pollin (born September 29, 1950) is an American economist and professor at the University of Massachusetts Amherst, where he is also founding co-director of its Political Economy Research Institute (PERI). 
Pollin received his PhD in economics from the New School for Social Research in 1982. He has worked as a consultant for the U.S. Department of Energy, the International Labour Organization, the United Nations Industrial Development Organization and United Nations Development Program. He has also worked as an advisor to US Senator Bernie Sanders. 
Pollin has published several books on topics in public economics, such as inequality, financial regulation and public welfare. In 2013, he was selected by Foreign Policy magazine as one of the “100 Leading Global Thinkers.”",Robert Pollin,https://en.wikipedia.org/wiki/Robert_Pollin,"Robert Pollin (born September 29, 1950) is an American economist and professor at the University of Massachusetts Amherst, where he is also founding co-director of its Political Economy Research Institute (PERI). 
Pollin received his PhD in economics from the New School for Social Research in 1982. He has worked as a consultant for the U.S. Department of Energy, the International Labour Organization, the United Nations Industrial Development Organization and United Nations Development Program. He has also worked as an advisor to US Senator Bernie Sanders. 
Pollin has published several books on topics in public economics, such as inequality, financial regulation and public welfare. In 2013, he was selected by Foreign Policy magazine as one of the “100 Leading Global Thinkers.”","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1950-09-29T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, {'time': '+1950-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}]","[{'entity-type': 'item', 'numeric-id': 8134, 'id': 'Q8134'}, {'entity-type': 'item', 'numeric-id': 115161685, 'id': 'Q115161685'}]",1950.0,Q6581097
Yuri Poluneev,https://en.wikipedia.org/wiki/Yuri_Poluneev,Q800050,"Yuri Poluneev (Ukrainian: Юрій Володимирович Полунєєв) is a Ukrainian economist, academic, and former public official. He has held leadership roles in international finance, national economic policy, and central banking.",Yuri Poluneev,https://en.wikipedia.org/wiki/Yuri_Poluneev,"Yuri Poluneev (Ukrainian: Юрій Володимирович Полунєєв) is a Ukrainian economist, academic, and former public official. He has held leadership roles in international finance, national economic policy, and central banking.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1956-06-15T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 212, 'id': 'Q212'}]","[{'entity-type': 'item', 'numeric-id': 82955, 'id': 'Q82955'}, {'entity-type': 'item', 'numeric-id': 806798, 'id': 'Q806798'}, {'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1956.0,Q6581097
Dina Pomeranz,https://en.wikipedia.org/wiki/Dina_Pomeranz,Q58808392,Dina Deborah Pomeranz (born 21 February 1977) is a Swiss economist who is currently an associate professor of applied economics at the University of Zürich. Pomeranz is considered to be one of the most influential Swiss economists.,Dina Pomeranz,https://en.wikipedia.org/wiki/Dina_Pomeranz,Dina Deborah Pomeranz (born 21 February 1977) is a Swiss economist who is currently an associate professor of applied economics at the University of Zürich. Pomeranz is considered to be one of the most influential Swiss economists.,"[{'entity-type': 'item', 'numeric-id': 6581072, 'id': 'Q6581072'}]","[{'time': '+1977-00-00T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 39, 'id': 'Q39'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1977.0,Q6581072
Jean-Pierre Ponssard,https://en.wikipedia.org/wiki/Jean-Pierre_Ponssard,Q3169664,"Jean-Pierre Ponssard (born 1946) is a French economist, senior research fellow of the CNRS, and professor of economics and research vice president of the economic department of the École Polytechnique.
His degrees are : Ingénieur Ecole Polytechnique (X 1966), and PhD of Stanford University (1971).
He received the CNRS Silver Medal in 1992, and was named ""best economist of the year in industrial organization"" by Nouvel Economiste in 1993.
He specialises in organisation theory, industrial organization, and game theory.",Jean-Pierre Ponssard,https://en.wikipedia.org/wiki/Jean-Pierre_Ponssard,"Jean-Pierre Ponssard (born 1946) is a French economist, senior research fellow of the CNRS, and professor of economics and research vice president of the economic department of the École Polytechnique.
His degrees are : Ingénieur Ecole Polytechnique (X 1966), and PhD of Stanford University (1971).
He received the CNRS Silver Medal in 1992, and was named ""best economist of the year in industrial organization"" by Nouvel Economiste in 1993.
He specialises in organisation theory, industrial organization, and game theory.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1946-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 142, 'id': 'Q142'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 1650915, 'id': 'Q1650915'}]",,1946.0,Q6581097
Gale Pooley,https://en.wikipedia.org/wiki/Gale_Pooley,Q116233148,"Gale L. Pooley is an American economist, professor, and author, known for his work in economics and real estate valuation.  
He is currently an adjunct professor of economic history at Utah Tech University. He previously held a position as associate professor at Brigham Young University–Hawaii (BYU-Hawaii), where he taught in the Department of Business and Government as the lead for the economics program.
His academic career also includes teaching positions at Alfaisal University in Riyadh, Brigham Young University–Idaho, Boise State University, and the College of Idaho, in the fields of business, statistics, and economics. Pooley holds professional designations from the Appraisal Institute, the Royal Institution of Chartered Surveyors, and the CCIM Institute.",Gale Pooley,https://en.wikipedia.org/wiki/Gale_Pooley,"Gale L. Pooley is an American economist, professor, and author, known for his work in economics and real estate valuation.  
He is currently an adjunct professor of economic history at Utah Tech University. He previously held a position as associate professor at Brigham Young University–Hawaii (BYU-Hawaii), where he taught in the Department of Business and Government as the lead for the economics program.
His academic career also includes teaching positions at Alfaisal University in Riyadh, Brigham Young University–Idaho, Boise State University, and the College of Idaho, in the fields of business, statistics, and economics. Pooley holds professional designations from the Appraisal Institute, the Royal Institution of Chartered Surveyors, and the CCIM Institute.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]",,,,,,Q6581097
Michael Porter,https://en.wikipedia.org/wiki/Michael_Porter,Q272146,"Michael Eugene Porter  (born May 23, 1947) is an American businessman and professor at Harvard Business School. He was one of the founders of the consulting firm The Monitor Group (now part of Deloitte) and FSG, a social impact consultancy. He is credited with creating Porter's five forces analysis, a foundational framework in strategic management that remains widely used in both academia and industry. He is generally regarded as the father of the modern strategy field. He is also regarded as one of the world's most influential thinkers on management and competitiveness as well as one of the most influential business strategists. His work has been recognized by governments, non-governmental organizations and universities.

",Michael Porter,https://en.wikipedia.org/wiki/Michael_Porter,"Michael Eugene Porter  (born May 23, 1947) is an American businessman and professor at Harvard Business School. He was one of the founders of the consulting firm The Monitor Group (now part of Deloitte) and FSG, a social impact consultancy. He is credited with creating Porter's five forces analysis, a foundational framework in strategic management that remains widely used in both academia and industry. He is generally regarded as the father of the modern strategy field. He is also regarded as one of the world's most influential thinkers on management and competitiveness as well as one of the most influential business strategists. His work has been recognized by governments, non-governmental organizations and universities.

","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1947-05-23T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 1906857, 'id': 'Q1906857'}, {'entity-type': 'item', 'numeric-id': 10497074, 'id': 'Q10497074'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}]","[{'entity-type': 'item', 'numeric-id': 8134, 'id': 'Q8134'}]",1947.0,Q6581097
Richard Portes,https://en.wikipedia.org/wiki/Richard_Portes,Q7328480,"Richard David Portes CBE FBA is an American-born British economist known for his work on international macroeconomics, financial regulation, and European integration. He is Professor of Economics at the London Business School.
Portes is the founder and Honorary President of the Centre for Economic Policy Research (CEPR). He previously served for three decades as Directeur d'Études at the School for Advanced Studies in the Social Sciences (EHESS) in Paris. Portes is a Commander of the Order of the British Empire and a Fellow of the British Academy.",Richard Portes,https://en.wikipedia.org/wiki/Richard_Portes,"Richard David Portes CBE FBA is an American-born British economist known for his work on international macroeconomics, financial regulation, and European integration. He is Professor of Economics at the London Business School.
Portes is the founder and Honorary President of the Centre for Economic Policy Research (CEPR). He previously served for three decades as Directeur d'Études at the School for Advanced Studies in the Social Sciences (EHESS) in Paris. Portes is a Commander of the Order of the British Empire and a Fellow of the British Academy.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1941-12-10T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}, {'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}]","[{'entity-type': 'item', 'numeric-id': 8134, 'id': 'Q8134'}, {'entity-type': 'item', 'numeric-id': 582577, 'id': 'Q582577'}]",1941.0,Q6581097
